transaction_id,basket_id,transaction_date,transaction_time,customer_id,store_id,product_id,quantity,unit_selling_price,discount_amount,sales_amount,day_of_week
T000000051,B00000021,2024-09-01,08:47:05,C00235,S020,P0106,1,280,0,280,日
T000000052,B00000022,2024-03-28,08:24:45,C01329,S016,P0108,1,200,0,200,木
T000000053,B00000022,2024-03-28,08:24:45,C01329,S016,P0106,1,280,0,280,木
T000000054,B00000023,2025-09-20,16:14:17,C00295,S013,P0093,2,350,0,700,土
T000000055,B00000023,2025-09-20,16:14:17,C00295,S013,P0040,1,150,0,150,土
T000000056,B00000024,2025-06-15,14:12:21,C01047,S020,P0186,1,150,0,150,日
T000000057,B00000024,2025-06-15,14:12:21,C01047,S020,P0018,2,150,0,300,日
T000000058,B00000024,2025-06-15,14:12:21,C01047,S020,P0010,1,94,16,94,日
T000000059,B00000024,2025-06-15,14:12:21,C01047,S020,P0150,1,380,0,380,日
T000000060,B00000025,2025-03-02,14:33:17,C00261,S003,P0107,1,200,0,200,日
T000000061,B00000025,2025-03-02,14:33:17,C00261,S003,P0106,1,224,56,224,日
T000000062,B00000026,2024-04-22,19:41:50,C01335,S004,P0127,1,550,0,550,月
T000000063,B00000026,2024-04-22,19:41:50,C01335,S004,P0113,1,280,0,280,月
T000000064,B00000026,2024-04-22,19:41:50,C01335,S004,P0002,1,133,7,133,月
T000000065,B00000027,2025-10-18,20:39:28,C01309,S015,P0136,1,350,0,350,土
T000000066,B00000027,2025-10-18,20:39:28,C01309,S015,P0145,1,400,0,400,土
T000000067,B00000027,2025-10-18,20:39:28,C01309,S015,P0013,1,130,0,130,土
T000000068,B00000028,2024-03-26,20:46:54,C01874,S008,P0108,3,200,0,600,火
T000000069,B00000028,2024-03-26,20:46:54,C01874,S008,P0025,1,150,0,150,火
T000000070,B00000028,2024-03-26,20:46:54,C01874,S008,P0065,1,150,0,150,火
T000000071,B00000028,2024-03-26,20:46:54,C01874,S008,P0106,1,280,0,280,火
T000000072,B00000029,2025-06-07,18:42:09,C01447,S006,P0046,1,150,0,150,土
T000000073,B00000029,2025-06-07,18:42:09,C01447,S006,P0040,1,150,0,150,土
T000000074,B00000029,2025-06-07,18:42:09,C01447,S006,P0009,3,120,0,360,土
T000000075,B00000030,2024-10-19,12:54:47,C00465,S006,P0119,1,400,0,400,土
T000000076,B00000030,2024-10-19,12:54:47,C00465,S006,P0136,3,350,0,1050,土
T000000077,B00000030,2024-10-19,12:54:47,C00465,S006,P0058,1,200,0,200,土
T000000078,B00000030,2024-10-19,12:54:47,C00465,S006,P0169,1,150,0,150,土
T000000079,B00000031,2024-07-04,12:41:05,C00708,S019,P0131,1,270,0,270,木
T000000080,B00000032,2024-08-13,09:25:36,C01839,S006,P0079,1,280,0,280,火
T000000081,B00000032,2024-08-13,09:25:36,C01839,S006,P0136,1,350,0,350,火
T000000082,B00000033,2024-04-29,13:13:44,C01445,S019,P0107,1,200,0,200,月
T000000083,B00000033,2024-04-29,13:13:44,C01445,S019,P0106,1,280,0,280,月
T000000084,B00000034,2025-12-13,19:51:09,C00495,S007,P0006,1,110,0,110,土
T000000085,B00000034,2025-12-13,19:51:09,C00495,S007,P0048,1,150,0,150,土
T000000086,B00000034,2025-12-13,19:51:09,C00495,S007,P0041,1,170,0,170,土
T000000087,B00000034,2025-12-13,19:51:09,C00495,S007,P0097,1,220,0,220,土
T000000088,B00000034,2025-12-13,19:51:09,C00495,S007,P0081,1,250,0,250,土
T000000089,B00000035,2025-05-20,08:47:25,C01951,S003,P0090,1,400,0,400,火
T000000090,B00000036,2024-10-12,16:04:57,C00551,S020,P0039,1,136,34,136,土
T000000091,B00000036,2024-10-12,16:04:57,C00551,S020,P0063,2,300,0,600,土
T000000092,B00000036,2024-10-12,16:04:57,C00551,S020,P0173,1,170,0,170,土
T000000093,B00000036,2024-10-12,16:04:57,C00551,S020,P0138,1,380,0,380,土
T000000094,B00000037,2024-03-28,12:04:29,C01264,S006,P0177,1,150,0,150,木
T000000095,B00000038,2025-03-28,20:13:04,C00505,S016,P0119,1,400,0,400,金
T000000096,B00000038,2025-03-28,20:13:04,C00505,S016,P0151,1,280,0,280,金
T000000097,B00000039,2026-01-31,20:51:05,C00899,S013,P0127,1,550,0,550,土
T000000098,B00000039,2026-01-31,20:51:05,C00899,S013,P0112,1,200,0,200,土
T000000099,B00000039,2026-01-31,20:51:05,C00899,S013,P0049,1,150,0,150,土
T000000100,B00000040,2024-12-03,22:56:35,C01597,S010,P0100,1,220,0,220,火
T000000101,B00000040,2024-12-03,22:56:35,C01597,S010,P0171,1,150,0,150,火
T000000102,B00000040,2024-12-03,22:56:35,C01597,S010,P0151,1,280,0,280,火
T000000103,B00000041,2026-02-11,17:37:53,C00172,S012,P0026,1,160,0,160,水
T000000104,B00000041,2026-02-11,17:37:53,C00172,S012,P0050,1,150,0,150,水
T000000105,B00000042,2026-02-03,08:18:15,C00017,S010,P0084,1,224,56,224,火
T000000106,B00000042,2026-02-03,08:18:15,C00017,S010,P0052,2,280,0,560,火
T000000107,B00000042,2026-02-03,08:18:15,C00017,S010,P0041,1,170,0,170,火
T000000108,B00000043,2024-05-06,15:10:40,C00513,S008,P0174,1,128,32,128,月
T000000109,B00000043,2024-05-06,15:10:40,C00513,S008,P0036,1,220,0,220,月
T000000110,B00000043,2024-05-06,15:10:40,C00513,S008,P0002,1,140,0,140,月
T000000111,B00000044,2025-05-08,12:53:03,C00617,S005,P0073,1,350,0,350,木
T000000112,B00000044,2025-05-08,12:53:03,C00617,S005,P0093,1,350,0,350,木
T000000113,B00000044,2025-05-08,12:53:03,C00617,S005,P0040,1,150,0,150,木
T000000114,B00000045,2024-09-17,07:12:03,C00026,S013,P0177,1,150,0,150,火
T000000115,B00000045,2024-09-17,07:12:03,C00026,S013,P0049,2,150,0,300,火
T000000116,B00000046,2024-06-06,19:25:26,C00197,S010,P0107,1,200,0,200,木
T000000117,B00000046,2024-06-06,19:25:26,C00197,S010,P0106,1,280,0,280,木
T000000118,B00000047,2025-05-09,13:33:09,C01829,S008,P0033,1,220,0,220,金
T000000119,B00000047,2025-05-09,13:33:09,C01829,S008,P0040,1,150,0,150,金
T000000120,B00000047,2025-05-09,13:33:09,C01829,S008,P0049,1,150,0,150,金
T000000121,B00000047,2025-05-09,13:33:09,C01829,S008,P0056,1,150,0,150,金
T000000122,B00000047,2025-05-09,13:33:09,C01829,S008,P0183,1,280,0,280,金
T000000123,B00000047,2025-05-09,13:33:09,C01829,S008,P0181,1,220,0,220,金
T000000124,B00000048,2024-04-17,09:16:34,C01742,S003,P0091,1,250,0,250,水
T000000125,B00000048,2024-04-17,09:16:34,C01742,S003,P0057,1,200,0,200,水
T000000126,B00000049,2025-11-03,20:43:18,C00521,S011,P0054,1,150,0,150,月
T000000127,B00000049,2025-11-03,20:43:18,C00521,S011,P0010,1,110,0,110,月
T000000128,B00000050,2025-05-15,13:03:46,C00880,S007,P0172,2,120,0,240,木
T000000129,B00000050,2025-05-15,13:03:46,C00880,S007,P0125,1,350,0,350,木
T000000130,B00000050,2025-05-15,13:03:46,C00880,S007,P0024,1,150,0,150,木
T000000131,B00000050,2025-05-15,13:03:46,C00880,S007,P0087,1,300,0,300,木
T000000132,B00000050,2025-05-15,13:03:46,C00880,S007,P0040,1,150,0,150,木
T000000133,B00000050,2025-05-15,13:03:46,C00880,S007,P0186,1,150,0,150,木
T000000134,B00000050,2025-05-15,13:03:46,C00880,S007,P0133,3,150,0,450,木
T000000135,B00000050,2025-05-15,13:03:46,C00880,S007,P0066,1,250,0,250,木
T000000136,B00000050,2025-05-15,13:03:46,C00880,S007,P0141,1,250,0,250,木
T000000137,B00000051,2025-04-04,11:55:40,C01967,S006,P0013,1,130,0,130,金
T000000138,B00000051,2025-04-04,11:55:40,C01967,S006,P0050,1,150,0,150,金
T000000139,B00000051,2025-04-04,11:55:40,C01967,S006,P0090,1,400,0,400,金
T000000140,B00000051,2025-04-04,11:55:40,C01967,S006,P0156,1,220,0,220,金
T000000141,B00000051,2025-04-04,11:55:40,C01967,S006,P0027,3,100,0,300,金
T000000142,B00000052,2025-01-20,13:37:44,C01366,S008,P0126,1,350,0,350,月
T000000143,B00000052,2025-01-20,13:37:44,C01366,S008,P0100,1,220,0,220,月
T000000144,B00000052,2025-01-20,13:37:44,C01366,S008,P0005,1,140,0,140,月
T000000145,B00000052,2025-01-20,13:37:44,C01366,S008,P0113,1,280,0,280,月
T000000146,B00000052,2025-01-20,13:37:44,C01366,S008,P0010,1,110,0,110,月
T000000147,B00000053,2024-05-23,20:12:47,C00321,S015,P0135,1,280,0,280,木
T000000148,B00000053,2024-05-23,20:12:47,C00321,S015,P0031,1,210,0,210,木
T000000149,B00000053,2024-05-23,20:12:47,C00321,S015,P0065,1,150,0,150,木
T000000150,B00000054,2025-09-03,18:40:15,C00302,S010,P0039,2,170,0,340,水
T000000151,B00000054,2025-09-03,18:40:15,C00302,S010,P0052,2,280,0,560,水
T000000152,B00000055,2024-05-30,07:30:08,C00060,S008,P0039,1,170,0,170,木
T000000153,B00000055,2024-05-30,07:30:08,C00060,S008,P0052,1,280,0,280,木
T000000154,B00000056,2026-02-27,20:46:17,C00040,S018,P0171,1,150,0,150,金
T000000155,B00000056,2026-02-27,20:46:17,C00040,S018,P0178,1,180,0,180,金
T000000156,B00000057,2025-12-18,18:10:24,C00570,S005,P0155,1,250,0,250,木
T000000157,B00000057,2025-12-18,18:10:24,C00570,S005,P0104,1,500,0,500,木
T000000158,B00000057,2025-12-18,18:10:24,C00570,S005,P0098,1,220,0,220,木
T000000159,B00000057,2025-12-18,18:10:24,C00570,S005,P0054,1,150,0,150,木
T000000160,B00000058,2024-11-24,21:11:41,C01036,S003,P0019,2,150,0,300,日
T000000161,B00000059,2025-09-15,13:07:02,C00460,S007,P0047,1,160,0,160,月
T000000162,B00000059,2025-09-15,13:07:02,C00460,S007,P0034,1,220,0,220,月
T000000163,B00000060,2024-11-08,13:02:48,C01163,S020,P0064,1,250,0,250,金
T000000164,B00000060,2024-11-08,13:02:48,C01163,S020,P0173,1,170,0,170,金
T000000165,B00000060,2024-11-08,13:02:48,C01163,S020,P0138,1,380,0,380,金
T000000166,B00000060,2024-11-08,13:02:48,C01163,S020,P0171,1,150,0,150,金
T000000167,B00000061,2025-09-10,09:04:55,C01633,S009,P0015,1,160,0,160,水
T000000168,B00000061,2025-09-10,09:04:55,C01633,S009,P0107,2,200,0,400,水
T000000169,B00000061,2025-09-10,09:04:55,C01633,S009,P0106,1,280,0,280,水
T000000170,B00000062,2024-08-13,10:54:26,C01831,S002,P0158,1,700,0,700,火
T000000171,B00000062,2024-08-13,10:54:26,C01831,S002,P0170,2,180,0,360,火
T000000172,B00000062,2024-08-13,10:54:26,C01831,S002,P0017,3,150,0,450,火
T000000173,B00000062,2024-08-13,10:54:26,C01831,S002,P0134,1,250,0,250,火
T000000174,B00000063,2024-05-01,10:03:44,C00430,S011,P0001,3,119,21,357,水
T000000175,B00000063,2024-05-01,10:03:44,C00430,S011,P0108,1,200,0,200,水
T000000176,B00000063,2024-05-01,10:03:44,C00430,S011,P0106,1,280,0,280,水
T000000177,B00000064,2025-07-21,19:37:43,C00238,S007,P0109,2,300,0,600,月
T000000178,B00000064,2025-07-21,19:37:43,C00238,S007,P0106,2,280,0,560,月
T000000179,B00000065,2024-07-01,15:20:08,C00272,S018,P0109,1,300,0,300,月
T000000180,B00000065,2024-07-01,15:20:08,C00272,S018,P0106,1,280,0,280,月
T000000181,B00000066,2025-05-13,09:02:58,C00385,S020,P0131,2,270,0,540,火
T000000182,B00000067,2024-08-03,11:04:45,C00244,S012,P0162,2,400,0,800,土
T000000183,B00000067,2024-08-03,11:04:45,C00244,S012,P0130,1,280,0,280,土
T000000184,B00000068,2025-02-16,21:48:41,C00691,S006,P0107,1,200,0,200,日
T000000185,B00000068,2025-02-16,21:48:41,C00691,S006,P0130,1,280,0,280,日
T000000186,B00000068,2025-02-16,21:48:41,C00691,S006,P0106,1,280,0,280,日
T000000187,B00000069,2026-02-20,15:27:24,C01257,S009,P0104,3,500,0,1500,金
T000000188,B00000069,2026-02-20,15:27:24,C01257,S009,P0156,1,220,0,220,金
T000000189,B00000070,2025-04-16,13:18:56,C00427,S012,P0033,1,220,0,220,水
T000000190,B00000070,2025-04-16,13:18:56,C00427,S012,P0174,1,160,0,160,水
T000000191,B00000071,2025-12-30,12:24:55,C00741,S013,P0164,1,160,0,160,火
T000000192,B00000071,2025-12-30,12:24:55,C00741,S013,P0047,1,160,0,160,火
T000000193,B00000071,2025-12-30,12:24:55,C00741,S013,P0036,1,176,44,176,火
T000000194,B00000072,2025-08-04,20:02:50,C01328,S014,P0108,1,200,0,200,月
T000000195,B00000072,2025-08-04,20:02:50,C01328,S014,P0052,1,280,0,280,月
T000000196,B00000072,2025-08-04,20:02:50,C01328,S014,P0041,1,170,0,170,月
T000000197,B00000072,2025-08-04,20:02:50,C01328,S014,P0081,1,250,0,250,月
T000000198,B00000072,2025-08-04,20:02:50,C01328,S014,P0010,1,110,0,110,月
T000000199,B00000073,2025-07-27,09:08:14,C01475,S004,P0033,1,220,0,220,日
T000000200,B00000073,2025-07-27,09:08:14,C01475,S004,P0052,1,280,0,280,日
T000000201,B00000074,2025-01-29,15:38:37,C01775,S005,P0126,1,350,0,350,水
T000000202,B00000074,2025-01-29,15:38:37,C01775,S005,P0111,1,280,0,280,水
T000000203,B00000075,2024-06-27,19:45:07,C00468,S012,P0108,1,200,0,200,木
T000000204,B00000075,2024-06-27,19:45:07,C00468,S012,P0146,1,450,0,450,木
T000000205,B00000075,2024-06-27,19:45:07,C00468,S012,P0102,1,500,0,500,木
T000000206,B00000075,2024-06-27,19:45:07,C00468,S012,P0106,1,280,0,280,木
T000000207,B00000076,2025-05-22,18:23:31,C00593,S004,P0126,1,350,0,350,木
T000000208,B00000076,2025-05-22,18:23:31,C00593,S004,P0113,1,238,42,238,木
T000000209,B00000077,2024-06-13,20:15:19,C01274,S010,P0032,1,220,0,220,木
T000000210,B00000077,2024-06-13,20:15:19,C01274,S010,P0066,3,250,0,750,木
T000000211,B00000077,2024-06-13,20:15:19,C01274,S010,P0108,1,200,0,200,木
T000000212,B00000077,2024-06-13,20:15:19,C01274,S010,P0022,1,150,0,150,木
T000000213,B00000077,2024-06-13,20:15:19,C01274,S010,P0052,1,266,14,266,木
T000000214,B00000077,2024-06-13,20:15:19,C01274,S010,P0003,1,140,0,140,木
T000000215,B00000077,2024-06-13,20:15:19,C01274,S010,P0037,2,135,15,270,木
T000000216,B00000077,2024-06-13,20:15:19,C01274,S010,P0020,1,150,0,150,木
T000000217,B00000077,2024-06-13,20:15:19,C01274,S010,P0176,2,160,0,320,木
T000000218,B00000077,2024-06-13,20:15:19,C01274,S010,P0130,1,280,0,280,木
T000000219,B00000078,2024-06-27,10:16:59,C01368,S005,P0040,1,150,0,150,木
T000000220,B00000078,2024-06-27,10:16:59,C01368,S005,P0048,1,150,0,150,木
T000000221,B00000079,2025-10-07,15:11:36,C00627,S001,P0127,1,468,82,468,火
T000000222,B00000079,2025-10-07,15:11:36,C00627,S001,P0113,1,280,0,280,火
T000000223,B00000080,2025-11-13,15:04:46,C01641,S018,P0037,1,150,0,150,木
T000000224,B00000080,2025-11-13,15:04:46,C01641,S018,P0174,1,160,0,160,木
T000000225,B00000080,2025-11-13,15:04:46,C01641,S018,P0183,2,280,0,560,木
T000000226,B00000081,2024-07-26,09:26:42,C00910,S014,P0159,1,700,0,700,金
T000000227,B00000081,2024-07-26,09:26:42,C00910,S014,P0131,1,270,0,270,金
T000000228,B00000082,2025-11-21,17:18:17,C01258,S006,P0162,1,400,0,400,金
T000000229,B00000083,2024-09-05,19:13:19,C00493,S005,P0086,1,350,0,350,木
T000000230,B00000084,2025-04-12,12:20:29,C01230,S004,P0127,1,550,0,550,土
T000000231,B00000084,2025-04-12,12:20:29,C01230,S004,P0176,1,160,0,160,土
T000000232,B00000085,2024-10-31,11:39:50,C01563,S007,P0119,1,400,0,400,木
T000000233,B00000086,2025-08-20,07:58:53,C00793,S008,P0174,1,160,0,160,水
T000000234,B00000086,2025-08-20,07:58:53,C00793,S008,P0034,1,220,0,220,水
T000000235,B00000087,2024-08-09,11:38:08,C00204,S016,P0135,1,280,0,280,金
T000000236,B00000087,2024-08-09,11:38:08,C00204,S016,P0127,1,550,0,550,金
T000000237,B00000087,2024-08-09,11:38:08,C00204,S016,P0110,1,280,0,280,金
T000000238,B00000087,2024-08-09,11:38:08,C00204,S016,P0128,3,220,0,660,金
T000000239,B00000088,2025-06-30,11:52:22,C01759,S001,P0155,1,238,12,238,月
T000000240,B00000088,2025-06-30,11:52:22,C01759,S001,P0105,1,477,53,477,月
T000000241,B00000089,2025-12-19,11:31:38,C00499,S007,P0108,1,200,0,200,金
T000000242,B00000089,2025-12-19,11:31:38,C00499,S007,P0106,1,280,0,280,金
T000000243,B00000090,2024-09-05,13:43:17,C01724,S011,P0155,3,200,50,600,木
T000000244,B00000090,2024-09-05,13:43:17,C01724,S011,P0127,1,550,0,550,木
T000000245,B00000090,2024-09-05,13:43:17,C01724,S011,P0111,2,238,42,476,木
T000000246,B00000090,2024-09-05,13:43:17,C01724,S011,P0049,1,150,0,150,木
T000000247,B00000090,2024-09-05,13:43:17,C01724,S011,P0154,1,250,0,250,木
T000000248,B00000091,2025-03-30,14:18:21,C01334,S015,P0152,1,300,0,300,日
T000000249,B00000091,2025-03-30,14:18:21,C01334,S015,P0047,1,160,0,160,日
T000000250,B00000091,2025-03-30,14:18:21,C01334,S015,P0041,1,170,0,170,日
T000000251,B00000092,2024-05-22,22:26:45,C01373,S015,P0169,1,150,0,150,水
T000000252,B00000092,2024-05-22,22:26:45,C01373,S015,P0006,1,99,11,99,水
T000000253,B00000092,2024-05-22,22:26:45,C01373,S015,P0150,1,380,0,380,水
T000000254,B00000092,2024-05-22,22:26:45,C01373,S015,P0063,1,300,0,300,水
T000000255,B00000092,2024-05-22,22:26:45,C01373,S015,P0133,1,150,0,150,水
T000000256,B00000092,2024-05-22,22:26:45,C01373,S015,P0127,1,550,0,550,水
T000000257,B00000092,2024-05-22,22:26:45,C01373,S015,P0082,1,250,0,250,水
T000000258,B00000092,2024-05-22,22:26:45,C01373,S015,P0106,1,280,0,280,水
T000000259,B00000092,2024-05-22,22:26:45,C01373,S015,P0056,1,150,0,150,水
T000000260,B00000092,2024-05-22,22:26:45,C01373,S015,P0015,1,160,0,160,水
T000000261,B00000092,2024-05-22,22:26:45,C01373,S015,P0112,1,200,0,200,水
T000000262,B00000092,2024-05-22,22:26:45,C01373,S015,P0123,1,250,0,250,水
T000000263,B00000093,2024-08-02,10:37:09,C00407,S016,P0033,1,220,0,220,金
T000000264,B00000093,2024-08-02,10:37:09,C00407,S016,P0174,1,160,0,160,金
T000000265,B00000094,2025-04-29,10:54:09,C00452,S016,P0116,1,300,0,300,火
T000000266,B00000094,2025-04-29,10:54:09,C00452,S016,P0109,1,300,0,300,火
T000000267,B00000094,2025-04-29,10:54:09,C00452,S016,P0106,1,280,0,280,火
T000000268,B00000095,2024-11-05,12:27:22,C01440,S003,P0099,1,220,0,220,火
T000000269,B00000095,2024-11-05,12:27:22,C01440,S003,P0029,1,160,0,160,火
T000000270,B00000096,2025-09-19,14:56:21,C00414,S016,P0030,1,150,0,150,金
T000000271,B00000096,2025-09-19,14:56:21,C00414,S016,P0159,1,700,0,700,金
T000000272,B00000096,2025-09-19,14:56:21,C00414,S016,P0142,1,120,0,120,金
T000000273,B00000096,2025-09-19,14:56:21,C00414,S016,P0134,2,250,0,500,金
T000000274,B00000097,2025-03-13,15:20:22,C00131,S005,P0013,3,130,0,390,木
T000000275,B00000098,2025-04-25,15:37:27,C00533,S017,P0104,1,500,0,500,金
T000000276,B00000098,2025-04-25,15:37:27,C00533,S017,P0101,1,230,0,230,金
T000000277,B00000098,2025-04-25,15:37:27,C00533,S017,P0126,1,350,0,350,金
T000000278,B00000099,2025-05-03,15:54:07,C00670,S013,P0174,1,160,0,160,土
T000000279,B00000099,2025-05-03,15:54:07,C00670,S013,P0036,3,220,0,660,土
T000000280,B00000100,2024-10-23,18:28:37,C01515,S011,P0047,1,160,0,160,水
T000000281,B00000100,2024-10-23,18:28:37,C01515,S011,P0041,1,170,0,170,水
T000000282,B00000101,2024-09-07,12:29:35,C00302,S007,P0076,1,350,0,350,土
T000000283,B00000102,2025-10-02,13:18:44,C00950,S005,P0156,1,220,0,220,木
T000000284,B00000102,2025-10-02,13:18:44,C00950,S005,P0015,2,160,0,320,木
T000000285,B00000102,2025-10-02,13:18:44,C00950,S005,P0005,1,140,0,140,木
T000000286,B00000102,2025-10-02,13:18:44,C00950,S005,P0182,2,200,0,400,木
T000000287,B00000103,2026-02-14,13:59:25,C01441,S009,P0042,1,160,0,160,土
T000000288,B00000104,2025-08-15,07:08:56,C00874,S007,P0091,1,250,0,250,金
T000000289,B00000104,2025-08-15,07:08:56,C00874,S007,P0127,1,550,0,550,金
T000000290,B00000104,2025-08-15,07:08:56,C00874,S007,P0039,1,170,0,170,金
T000000291,B00000104,2025-08-15,07:08:56,C00874,S007,P0135,1,280,0,280,金
T000000292,B00000104,2025-08-15,07:08:56,C00874,S007,P0021,1,150,0,150,金
T000000293,B00000104,2025-08-15,07:08:56,C00874,S007,P0034,1,220,0,220,金
T000000294,B00000105,2024-03-24,10:31:46,C01940,S017,P0140,1,450,0,450,日
T000000295,B00000105,2024-03-24,10:31:46,C01940,S017,P0041,1,170,0,170,日
T000000296,B00000105,2024-03-24,10:31:46,C01940,S017,P0159,1,700,0,700,日
T000000297,B00000105,2024-03-24,10:31:46,C01940,S017,P0067,1,130,0,130,日
T000000298,B00000105,2024-03-24,10:31:46,C01940,S017,P0058,1,200,0,200,日
T000000299,B00000105,2024-03-24,10:31:46,C01940,S017,P0132,1,260,0,260,日
T000000300,B00000105,2024-03-24,10:31:46,C01940,S017,P0003,1,140,0,140,日
T000000301,B00000106,2024-06-04,22:03:52,C01860,S019,P0109,1,300,0,300,火
T000000302,B00000106,2024-06-04,22:03:52,C01860,S019,P0017,1,150,0,150,火
T000000303,B00000106,2024-06-04,22:03:52,C01860,S019,P0007,1,110,0,110,火
T000000304,B00000106,2024-06-04,22:03:52,C01860,S019,P0106,1,280,0,280,火
T000000305,B00000107,2024-04-19,18:40:48,C00444,S017,P0126,1,315,35,315,金
T000000306,B00000107,2024-04-19,18:40:48,C00444,S017,P0111,1,280,0,280,金
T000000307,B00000108,2025-08-04,17:12:33,C00697,S003,P0014,1,160,0,160,月
T000000308,B00000108,2025-08-04,17:12:33,C00697,S003,P0063,1,240,60,240,月
T000000309,B00000108,2025-08-04,17:12:33,C00697,S003,P0024,1,150,0,150,月
T000000310,B00000108,2025-08-04,17:12:33,C00697,S003,P0072,1,380,0,380,月
T000000311,B00000108,2025-08-04,17:12:33,C00697,S003,P0077,1,350,0,350,月
T000000312,B00000108,2025-08-04,17:12:33,C00697,S003,P0058,1,200,0,200,月
T000000313,B00000109,2025-11-13,19:25:57,C00077,S005,P0073,1,350,0,350,木
T000000314,B00000109,2025-11-13,19:25:57,C00077,S005,P0096,1,230,0,230,木
T000000315,B00000109,2025-11-13,19:25:57,C00077,S005,P0120,1,220,0,220,木
